Timestamp,GazeX,GazeY
434115502.227,2573.03262155964,403.851881868144
434115513.2417,2796.847160286,410.547219798747
434115521.6253,2818.41323491558,411.776689338675
434115533.6152,2834.41513859965,413.365400867303
434115546.6869,2844.57568872702,413.704272570483
434115563.0447,2901.96851129965,415.483269100822
434115566.5811,2902.36686244819,415.351797604899
434115579.1883,2902.19797256017,419.400067581251
434115594.3997,2902.19292385213,420.116595787915
434115599.5878,2902.03015064831,420.001093860595
434115611.7915,2901.66943940614,419.880106773527
434115625.636,2901.34024484119,420.356266417365
434115632.8808,2901.15025845613,420.220242806794
434115645.6515,2909.85702237095,428.500543456267
434115656.0978,2997.27237409203,509.157496936283
434115666.4077,3232.45405701506,704.406254447811
434115678.9886,3361.83895983732,799.852712092053
434115688.246,3442.18698312354,859.243212401625
434115702.6358,3499.92447413972,901.255707372609
434115711.8822,3538.66670881791,931.336516773057
434115721.3891,3571.25413808287,954.62174017061
434115733.9532,3598.06049306795,974.102569891977
434115745.7299,3607.87666923762,980.690765525108
434115754.6455,3608.80987238168,980.06913788255
434115778.0964,3612.27739249255,979.679011726112
434115787.946,3611.09537248517,979.937472550016
434115799.351,3611.75575535657,981.037180699424
434115812.5169,3613.68471901204,981.692792321293
434115825.747,3614.93147032919,985.149042733501
434115832.8358,3621.29307381031,990.189874435784
434115845.4387,3656.01951205417,1004.35459469049
434115856.9391,3661.39753417408,1005.86726048992
434115866.0023,3667.36908541348,1007.94839046751
434115878.3624,3668.91399529091,1008.28500538994
434115888.2765,3675.25530325521,1009.92440525893
434115899.3058,3683.36616148284,1012.61201597759
434115911.5914,3688.18552675343,1013.2218694344
434115921.4083,3689.15207149635,1012.96534549621
434115934.8316,3691.44799749449,1012.09550236932
434115945.3372,3692.8516564605,1012.73461333609
434115954.5396,3693.950677282,1012.90723613924
434115979.7971,3694.21541821958,1011.65697094486
434115987.8987,3694.86540400816,1011.06062790583
434115999.3906,3698.58179232105,1009.9358650346
434116012.6812,3701.83142052991,1010.12715721331
434116021.1632,3702.10521901822,1010.20458084725
434116032.4948,3702.8982581195,1009.94477501871
434116044.5914,3703.37211371225,1009.77006053765
434116056.8683,3703.45926814442,1009.42908335043
434116065.8704,3702.97265033929,1008.40638978746
434116077.9515,3702.99298092389,1008.25950174975
434116087.9229,3703.53181561899,1008.19003830964
434116099.125,3701.79563209832,1006.5350403432
434116110.9621,3701.00494947309,1005.38776400579
434116135.8892,3701.08872982915,1005.33173921994
434116144.6834,3701.50591412556,1005.37539898366
434116154.2602,3703.55273984726,1007.68311807361
434116166.5012,3703.90746094621,1008.33007390419
434116178.8597,3703.59200511223,1009.69932962001
434116187.8089,3702.2517955979,1009.60975478368
434116212.0748,3702.44817553857,1009.70650746397
434116221.2531,3703.57553240713,1010.14059265529
434116232.458,3703.78160550124,1009.98628746856
434116245.5145,3705.10930388141,1008.17761993474
434116259.1608,3705.89576784897,1007.48656319906
434116265.4816,3706.05812451268,1007.30123258673
434116277.9636,3706.7542617198,1006.83260309486
434116290.2568,3707.20508133216,1006.23143280125
434116298.9996,3706.37614886998,1006.22865734299
434116311.3639,3706.09223224179,1007.51400362895
434116322.3028,3706.26425816694,1007.65728526058
434116332.3088,3707.311777883,1007.85378579234
434116345.1565,3709.28335806962,1007.43980693836
434116368.6789,3711.64072799855,1007.7699595282
434116378.9732,3712.03053220532,1007.9128278115
434116387.6643,3712.17348272989,1007.61198443487
434116399.1948,3712.32872084941,1007.77855872994
434116411.9755,3715.28394771737,1007.97457083563
434116420.9451,3715.93232588135,1007.84280569877
434116432.5911,3716.00139913879,1007.62467082369
434116460.3349,3714.99668074871,1006.44282674379
434116465.6799,3712.80837938427,1007.23473322932
434116477.7151,3712.3486598667,1007.2176515103
434116487.5054,3711.45118736872,1006.41423811788
434116498.8932,3711.08159503541,1006.03481831495
434116511.0811,3710.77918198717,1005.88467108275
434116521.5926,3711.03498909359,1005.67024531757
434116532.3685,3710.97285066894,1005.60715921554
434116545.1232,3712.64453707342,1004.52674479976
434805887.2761,2121.914046427,259.472836045766
434805900.4356,2122.9532681813,259.902874674784
434805909.6056,2123.14353070973,260.147265070951
434805920.1261,2123.78468494204,260.286308555656
434805935.1645,2124.95179135041,260.701881165736
434805957.7329,2126.92452937178,261.004302994596
434805969.5553,2128.9115920074,261.376633783689
434805976.7983,2130.55867334861,262.514671204575
434805989.1775,2131.16439797345,262.652451597752
434806000.6926,2131.16690422016,262.513357990785
434806009.7125,2131.04661551114,261.424964478688
434806035.7801,2131.94811493534,262.330783948784
434806043.0153,2124.13524760992,252.225531638092
434806053.5231,2113.14098552271,102.918491687315
434806067.5425,2112.04507600517,92.1269898559145
434806076.1565,2111.20910923226,83.5110388513736
434806087.0397,2111.01780900874,71.7721441753891
434806101.0708,2114.37174878252,55.1642894148934
434806112.8773,2115.31255370946,51.0455779736
434806120.2326,2117.19135627752,40.8191316955415
434806134.1516,2118.53529602913,34.6259920554773
434806143.103,2117.28689311493,36.0794813236378
434806153.4874,2121.35016149116,31.9903880673774
434806165.9063,2121.57466914066,32.7526019504628
434806190.462,2111.99450435252,30.5705770346432
434806199.5028,2113.10628277957,29.574949654573
434806209.467,2120.08914998632,22.2775281911076
434806222.4049,2119.75513565222,23.0332091244413
434806233.3131,2159.28162179934,15.0597192862028
434806242.787,2174.26545033572,11.4094605447513
434806267.9922,2185.80896311861,8.13052972557335
434806268.0201,2198.70949554578,4.55286154896094
434806276.094,2209.34664374187,1.47856897822175
434806286.7362,2231.59880757245,-4.44811741541272
434806314.6042,2260.59378385441,-11.8118081330538
434806320.0109,2263.19316895705,-8.91093254821922
434806333.6177,2279.53501405594,10.8134386633076
434806342.6699,2282.5540744832,16.5733447680423
434806352.851,2512.47386650289,345.835222672085
434806366.9873,2541.99394318311,385.132702429726
434806376.1308,2552.8483544664,399.763864759502
434806386.6784,2559.65304536014,409.014317187029
434806400.6902,2570.21245284532,422.65445916405
434806409.1978,2603.18241528743,468.657555183174
434806419.9513,2602.66999931439,468.715573869943
434806433.7572,2612.44916206495,479.527854596218
434806442.6801,2614.0324311652,481.375333298909
434806468.0571,2616.64653577784,480.176915571421
434806483.558,2614.65796010982,481.472708961337
434806486.4416,2615.80104953304,481.257545368101
434806501.6023,2616.73109058849,481.318359087943
434806509.3081,2617.76975258787,481.126704830128
434806519.8497,2618.6144929012,481.277174947642
434806533.8257,2618.88712670599,481.219710816719
